iter	RMSE
740	319.0155442
741	318.8411983
742	318.7840099
743	318.573159
744	318.1412287
745	317.9745228
746	317.8920928
747	317.6137571
748	317.4283539
749	317.1767115
750	316.8815364
751	316.7385901
752	316.5364559
753	316.3073991
754	316.075282
755	315.8716558
756	315.7640813
757	315.5667359
758	315.3014468
759	315.2017368
760	314.962247
761	314.7907777
762	314.5529014
763	314.2928423
764	314.1054244
765	313.9926916
766	313.7642073
767	313.5894708
768	313.4261704
769	313.3279758
770	313.0679578
771	312.9217874
772	312.7518135
773	312.4915503
774	312.3945428
775	312.1211065
776	311.9843163
777	311.8084005
778	311.5326251
779	311.4281812
780	311.3050803
781	311.1291302
782	310.9190441
783	310.772941
784	310.6780137
785	310.547822
786	310.4126093
787	310.0681465
788	309.944266
789	309.8586452
790	309.684808
791	309.5562831
792	309.3832088
793	309.2080851
794	309.0506945
795	308.9526174
796	308.7408833
797	308.6285442
798	308.5807989
799	308.4105577
800	308.1308878
801	307.8219417
802	307.578089
803	307.3070833
804	306.9594721
805	306.7938101
806	306.7136902
807	306.3606877
808	306.2086509
809	306.0698538
810	305.9350866
811	305.8041579
812	305.5443065
813	305.3562623
814	305.1540998
815	305.0702331
816	305.0345332
817	305.0062716
818	304.7872338
819	304.7156051
820	304.6223795
821	304.6124057
822	304.4946528
823	304.3021825
824	304.1620477
825	304.0019456
826	303.8312608
827	303.7103187
828	303.5662842
829	303.413359
830	303.2233972
831	303.0834278
832	302.9497362
833	302.7891259
834	302.4256121
835	302.1643407
836	302.0168604
837	301.7871533
838	301.6300662
839	301.4842277
840	301.3280588
841	301.1339974
842	300.9243559
843	300.6715394
844	300.4936605
845	300.3825337
846	300.2845671
847	300.1694044
848	299.7243817
849	299.5467444
850	299.3805697
851	299.2325693
852	299.1848061
853	298.9860515
854	298.93112
855	298.7663632
856	298.6372145
857	298.500253
858	298.3023993
859	298.2308866
860	298.086346
861	297.995433
862	297.7474605
863	297.6869989
864	297.4552898
865	297.27059
866	296.9537606
867	296.8188493
868	296.6926736
869	296.6620672
870	296.5598309
871	296.2473002
872	296.0747762
873	295.9100546
874	295.8133769
875	295.6313009
876	295.4478502
877	295.1365705
878	294.9795607
879	294.8519765
880	294.7785874
881	294.6611987
882	294.4253912
883	294.2351968
884	294.1011858
885	293.9468177
886	293.7165246
887	293.5483411
888	293.4457723
889	293.3130854
890	293.123542
891	292.9579396
892	292.902951
893	292.7736295
894	292.6749036
895	292.5374537
896	292.3694627
897	292.20765
898	292.0484047
899	291.9707221
900	291.8620553
901	291.6908635
902	291.3884931
903	291.088492
904	290.8405484
905	290.5507109
906	290.4316311
907	290.3391813
908	290.185885
909	289.8660205
910	289.7824266
911	289.6450497
912	289.465036
913	289.310525
914	289.2053328
915	289.0331087
916	288.883374
917	288.7916637
918	288.7534956
919	288.6286518
920	288.4148205
921	288.3434526
922	288.1786601
923	288.0072877
924	287.9095194
925	287.8920438
926	287.7159504
927	287.5504161
928	287.4437343
929	287.3724459
930	287.2469191
931	287.1487887
932	287.0728651
933	287.0110431
934	286.8073667
935	286.6161114
936	286.5206159
937	286.1957233
938	286.1218932
939	285.7963011
940	285.5124833
941	285.3956679
942	285.2789109
943	285.1230155
944	285.0578162
945	284.8397325
946	284.6067027
947	284.4546635
948	284.2676648
949	284.1016727
950	283.9614701
951	283.7863821
952	283.647272
953	283.4680158
954	283.3853383
955	283.3427291
956	283.2638428
957	283.1129935
958	282.8947344
959	282.7431557
960	282.5445781
961	282.4403461
962	282.3287148
963	282.0035227
964	281.7758692
965	281.6238232
966	281.4668654
967	281.3219942
968	281.1847052
969	281.0092402
970	280.9194804
971	280.8004338
972	280.7671283
973	280.7253757
974	280.6832206
975	280.5642357
976	280.5439187
977	280.4041602
978	280.293546
979	280.2085257
980	280.1195254
981	279.9263742
982	279.5691299
983	279.4724688
984	279.4063909
985	279.1018896
986	278.9284105
987	278.8319659
988	278.6242621
989	278.5014526
990	278.2441295
991	278.174496
992	277.9583454
993	277.808174
994	277.7212614
995	277.5886214
996	277.4181182
997	277.3360251
998	277.1400272
999	276.945825
